run sep e_members phi f lambda elon_min elon_max sw_speed_mean sw_speed_std gamma tinit rinit vinit mean_residual arrtime_earth mae_t me_t rmse_t mstd_t
run_059 350 49 10.0000 0.7-1 34.0000 7.45062 25.7221 388 88 0.600208 2009-11-22T14:19 46 726 0.618750 2009-11-24T22:33:35.000 3.23500 -2.16375 3.29419 3.32905
run_054 280 20 80.0000 0.7-1 34.0000 13.2500 33.4800 545 86 0.355000 2009-12-16T02:19 48 655 0.240000 2009-12-18T02:48:30.000 9.54400 -9.54400 0.783941 0.804307
run_054 290 23 70.0000 0.7-1 34.0000 13.0800 34.2900 545 75 0.220870 2009-12-16T02:19 48 656 0.373913 2009-12-18T02:36:23.478 9.74521 -9.74521 0.406639 0.415778
run_054 300 10 60.0000 0.7-1 34.0000 12.7800 35.6800 680 19 0.371000 2009-12-16T02:19 47 636 0.300000 2009-12-18T03:13:00.000 9.13800 -9.13800 0.131514 0.138628
run_054 310 51 50.0000 0.7-1 34.0000 12.2716 34.8900 397 92 0.412745 2009-12-16T02:19 47 659 0.552941 2009-12-18T08:26:37.647 3.91020 -3.91020 0.998466 1.00840
run_054 320 53 40.0000 0.7-1 34.0000 11.3613 34.1300 430 103 0.308302 2009-12-16T02:19 47 676 0.847170 2009-12-18T04:05:40.755 8.26057 -8.26057 0.626052 0.632043
run_054 330 31 30.0000 0.7-1 34.0000 10.6158 32.5881 436 103 0.211935 2009-12-16T02:19 47 728 0.951613 2009-12-17T23:44:25.161 12.6142 -12.6142 0.684208 0.695518
run_054 340 69 20.0000 0.7-1 34.0000 9.33319 29.8074 481 131 0.307101 2009-12-16T02:19 48 792 0.769565 2009-12-17T20:25:36.522 15.9290 -15.9290 1.38252 1.39265
run_054 350 76 10.0000 0.7-1 34.0000 7.52000 26.3050 475 137 0.231711 2009-12-16T01:02 46 853 0.601316 2009-12-17T17:54:43.421 18.4463 -18.4463 1.47996 1.48980
run_091 270 33 90.0000 0.7-1 34.0000 12.6200 32.0052 469 111 0.353030 2010-01-22T14:19 46 594 0.606061 2010-01-24T21:16:34.545 8.49394 -8.49394 1.89278 1.92212
run_091 280 39 80.0000 0.7-1 34.0000 12.8700 33.2600 421 82 0.325385 2010-01-22T14:19 47 604 0.533333 2010-01-24T21:44:53.846 8.02205 -8.02205 1.30275 1.31978
run_091 290 48 70.0000 0.7-1 34.0000 12.9000 34.1800 393 87 0.291250 2010-01-22T14:19 47 612 0.495833 2010-01-24T21:39:37.500 8.10938 -8.10938 0.608760 0.615202
run_091 300 46 60.0000 0.7-1 34.0000 12.5800 34.7200 405 85 0.290000 2010-01-22T14:19 46 609 0.556522 2010-01-24T21:15:44.348 8.50739 -8.50739 0.417125 0.421734
run_091 310 37 50.0000 0.7-1 34.0000 12.1100 35.5800 421 78 0.295405 2010-01-22T14:19 46 594 0.451351 2010-01-24T22:02:14.595 7.73270 -7.73270 0.655957 0.665005
